" ","  "
"שם לקוח","כתובת"
" "," "
"צביקה וינשטוק","16 יסמין הוד השרון"
" ","  "
"קוד מונה","מספר מונה"
"25/06/2024","13:45",.055
"25/06/2024","14:00",.054
"25/06/2024","14:15",.059
"25/06/2024","14:30",.049
"25/06/2024","14:45",.05
"25/06/2024","15:00",.053
"25/06/2024","15:15",.049
"25/06/2024","15:30",.093
"25/06/2024","15:45",.834
"25/06/2024","16:00",1.46
"25/06/2024","16:15",1.48
"25/06/2024","16:30",1.472
"25/06/2024","16:45",1.464
"25/06/2024","17:00",1.449
"25/06/2024","17:15",1.53
"25/06/2024","17:30",1.437
"25/06/2024","17:45",1.407
"25/06/2024","18:00",1.412
"25/06/2024","18:15",1.376
"25/06/2024","18:30",1.117
"25/06/2024","18:45",.203
"25/06/2024","19:00",.047
"25/06/2024","19:15",.048
"25/06/2024","19:30",.052
"25/06/2024","19:45",.344
"25/06/2024","20:00",.764
"25/06/2024","20:15",.796
"25/06/2024","20:30",.82
"25/06/2024","20:45",.829
"25/06/2024","21:00",.797
"25/06/2024","21:15",.83
"25/06/2024","21:30",1.287
"25/06/2024","21:45",1.1
"25/06/2024","22:00",.805
"25/06/2024","22:15",.812
"25/06/2024","22:30",.715
"25/06/2024","22:45",.61
"25/06/2024","23:00",.977
"25/06/2024","23:15",.896
"25/06/2024","23:30",.801
"25/06/2024","23:45",.851
"26/06/2024","00:00",.765
"26/06/2024","00:15",.265
"26/06/2024","00:30",.261
"26/06/2024","00:45",.265
"26/06/2024","01:00",.265
"26/06/2024","01:15",.263
"26/06/2024","01:30",.268
"26/06/2024","01:45",.351
"26/06/2024","02:00",.232
"26/06/2024","02:15",.232
"26/06/2024","02:30",.221
"26/06/2024","02:45",.223
"26/06/2024","03:00",.232
"26/06/2024","03:15",.228
"26/06/2024","03:30",.229
"26/06/2024","03:45",.233
"26/06/2024","04:00",.227
"26/06/2024","04:15",.225
"26/06/2024","04:30",.232
"26/06/2024","04:45",.248
"26/06/2024","05:00",.252
"26/06/2024","05:15",.231
"26/06/2024","05:30",.218
"26/06/2024","05:45",.212
"26/06/2024","06:00",.217
"26/06/2024","06:15",.213
"26/06/2024","06:30",.214
"26/06/2024","06:45",.222
"26/06/2024","07:00",.291
"26/06/2024","07:15",.356
"26/06/2024","07:30",.441
"26/06/2024","07:45",.443
"26/06/2024","08:00",.454
"26/06/2024","08:15",.498
"26/06/2024","08:30",.496
"26/06/2024","08:45",.462
"26/06/2024","09:00",.267
"26/06/2024","09:15",.267
"26/06/2024","09:30",.365
"26/06/2024","09:45",.685
"26/06/2024","10:00",.28
"26/06/2024","10:15",.282
"26/06/2024","10:30",.279
"26/06/2024","10:45",.286
"26/06/2024","11:00",.281
"26/06/2024","11:15",.286
"26/06/2024","11:30",.282
"26/06/2024","11:45",.288
"26/06/2024","12:00",.287
"26/06/2024","12:15",.289
"26/06/2024","12:30",.283
"26/06/2024","12:45",.285
"26/06/2024","13:00",.286
"26/06/2024","13:15",.279
"26/06/2024","13:30",.255
"26/06/2024","13:45",.35
"26/06/2024","14:00",.306
"26/06/2024","14:15",.242
"26/06/2024","14:30",.306
"26/06/2024","14:45",.266
"26/06/2024","15:00",.074
"26/06/2024","15:15",.148
"26/06/2024","15:30",.774
"26/06/2024","15:45",.798
"26/06/2024","16:00",.811
"26/06/2024","16:15",.804
"26/06/2024","16:30",.812
"26/06/2024","16:45",.794
"26/06/2024","17:00",.791
"26/06/2024","17:15",.795
"26/06/2024","17:30",.795
"26/06/2024","17:45",.779
"26/06/2024","18:00",.789
"26/06/2024","18:15",.766
"26/06/2024","18:30",.369
"26/06/2024","18:45",.096
"26/06/2024","19:00",.184
"26/06/2024","19:15",.098
"26/06/2024","19:30",.086
"26/06/2024","19:45",.122
"26/06/2024","20:00",.128
"26/06/2024","20:15",.141
"26/06/2024","20:30",.132
"26/06/2024","20:45",.132
"26/06/2024","21:00",.436
"26/06/2024","21:15",1.438
"26/06/2024","21:30",1.504
"26/06/2024","21:45",1.098
"26/06/2024","22:00",1.085
"26/06/2024","22:15",1.115
"26/06/2024","22:30",.795
"26/06/2024","22:45",.792
"26/06/2024","23:00",.833
"26/06/2024","23:15",.813
"26/06/2024","23:30",.449
"26/06/2024","23:45",.279
"27/06/2024","00:00",.272
"27/06/2024","00:15",.266
"27/06/2024","00:30",.265
"27/06/2024","00:45",.296
"27/06/2024","01:00",.33
"27/06/2024","01:15",.274
"27/06/2024","01:30",.275
"27/06/2024","01:45",.272
"27/06/2024","02:00",.243
"27/06/2024","02:15",.241
"27/06/2024","02:30",.239
"27/06/2024","02:45",.245
"27/06/2024","03:00",.239
"27/06/2024","03:15",.238
"27/06/2024","03:30",.243
"27/06/2024","03:45",.238
"27/06/2024","04:00",.236
"27/06/2024","04:15",.236
"27/06/2024","04:30",.23
"27/06/2024","04:45",.229
"27/06/2024","05:00",.23
"27/06/2024","05:15",.235
"27/06/2024","05:30",.229
"27/06/2024","05:45",.231
"27/06/2024","06:00",.233
"27/06/2024","06:15",.324
"27/06/2024","06:30",.23
"27/06/2024","06:45",.234
"27/06/2024","07:00",.269
"27/06/2024","07:15",.247
"27/06/2024","07:30",.248
"27/06/2024","07:45",.257
"27/06/2024","08:00",.25
"27/06/2024","08:15",.078
"27/06/2024","08:30",.072
"27/06/2024","08:45",.079
"27/06/2024","09:00",.074
"27/06/2024","09:15",.31
"27/06/2024","09:30",.558
"27/06/2024","09:45",.355
"27/06/2024","10:00",.435
"27/06/2024","10:15",.337
"27/06/2024","10:30",.435
"27/06/2024","10:45",.462
"27/06/2024","11:00",.285
"27/06/2024","11:15",.28
"27/06/2024","11:30",.282
"27/06/2024","11:45",.278
"27/06/2024","12:00",.281
"27/06/2024","12:15",.278
"27/06/2024","12:30",.281
"27/06/2024","12:45",.282
"27/06/2024","13:00",.284
"27/06/2024","13:15",.281
"27/06/2024","13:30",.142
"27/06/2024","13:45",.071
"27/06/2024","14:00",.093
"27/06/2024","14:15",.087
"27/06/2024","14:30",.077
"27/06/2024","14:45",.082
"27/06/2024","15:00",.394
"27/06/2024","15:15",.492
"27/06/2024","15:30",.757
"27/06/2024","15:45",.336
"27/06/2024","16:00",1.381
"27/06/2024","16:15",1.405
"27/06/2024","16:30",1.404
"27/06/2024","16:45",1.143
"27/06/2024","17:00",.54
"27/06/2024","17:15",.633
"27/06/2024","17:30",.538
"27/06/2024","17:45",.539
"27/06/2024","18:00",.533
"27/06/2024","18:15",.531
"27/06/2024","18:30",.524
"27/06/2024","18:45",.513
"27/06/2024","19:00",1.057
"27/06/2024","19:15",.717
"27/06/2024","19:30",.27
"27/06/2024","19:45",.297
"27/06/2024","20:00",.212
"27/06/2024","20:15",.775
"27/06/2024","20:30",.819
"27/06/2024","20:45",.535
"27/06/2024","21:00",.182
"27/06/2024","21:15",.167
"27/06/2024","21:30",.154
"27/06/2024","21:45",.141
"27/06/2024","22:00",.138
"27/06/2024","22:15",.141
"27/06/2024","22:30",.137
"27/06/2024","22:45",.147
"27/06/2024","23:00",.141
"27/06/2024","23:15",.15
"27/06/2024","23:30",.145
"27/06/2024","23:45",.713
"28/06/2024","00:00",.993
"28/06/2024","00:15",.825
"28/06/2024","00:30",.347
"28/06/2024","00:45",.277
"28/06/2024","01:00",.271
"28/06/2024","01:15",.273
"28/06/2024","01:30",.27
"28/06/2024","01:45",.268
"28/06/2024","02:00",.239
"28/06/2024","02:15",.234
"28/06/2024","02:30",.243
"28/06/2024","02:45",.331
"28/06/2024","03:00",.234
"28/06/2024","03:15",.239
"28/06/2024","03:30",.233
"28/06/2024","03:45",.235
"28/06/2024","04:00",.241
"28/06/2024","04:15",.232
"28/06/2024","04:30",.237
"28/06/2024","04:45",.23
"28/06/2024","05:00",.231
"28/06/2024","05:15",.236
"28/06/2024","05:30",.226
"28/06/2024","05:45",.223
"28/06/2024","06:00",.223
"28/06/2024","06:15",.224
"28/06/2024","06:30",.226
"28/06/2024","06:45",.221
"28/06/2024","07:00",.295
"28/06/2024","07:15",.223
"28/06/2024","07:30",.437
"28/06/2024","07:45",.991
"28/06/2024","08:00",.685
"28/06/2024","08:15",.695
"28/06/2024","08:30",.682
"28/06/2024","08:45",.634
"28/06/2024","09:00",.273
"28/06/2024","09:15",.274
"28/06/2024","09:30",.05
"28/06/2024","09:45",.05
"28/06/2024","10:00",.133
"28/06/2024","10:15",.663
"28/06/2024","10:30",.703
"28/06/2024","10:45",.72
"28/06/2024","11:00",.721
"28/06/2024","11:15",.594
"28/06/2024","11:30",.052
"28/06/2024","11:45",.046
"28/06/2024","12:00",.051
"28/06/2024","12:15",.046
"28/06/2024","12:30",.052
"28/06/2024","12:45",.046
"28/06/2024","13:00",.355
"28/06/2024","13:15",.6
"28/06/2024","13:30",.839
"28/06/2024","13:45",.337
"28/06/2024","14:00",.337
"28/06/2024","14:15",.333
"28/06/2024","14:30",.355
"28/06/2024","14:45",.366
"28/06/2024","15:00",.347
"28/06/2024","15:15",.622
"28/06/2024","15:30",1.11
"28/06/2024","15:45",1.128
"28/06/2024","16:00",1.125
"28/06/2024","16:15",1.023
"28/06/2024","16:30",.849
"28/06/2024","16:45",.849
"28/06/2024","17:00",.864
"28/06/2024","17:15",.845
"28/06/2024","17:30",.838
"28/06/2024","17:45",.813
"28/06/2024","18:00",.81
"28/06/2024","18:15",.81
"28/06/2024","18:30",1.115
"28/06/2024","18:45",1.904
"28/06/2024","19:00",1.879
"28/06/2024","19:15",1.514
"28/06/2024","19:30",1.746
"28/06/2024","19:45",1.606
"28/06/2024","20:00",.568
"28/06/2024","20:15",.156
"28/06/2024","20:30",.161
"28/06/2024","20:45",.155
"28/06/2024","21:00",.155
"28/06/2024","21:15",.155
"28/06/2024","21:30",.153
"28/06/2024","21:45",.158
"28/06/2024","22:00",.159
"28/06/2024","22:15",.152
"28/06/2024","22:30",.158
"28/06/2024","22:45",.148
"28/06/2024","23:00",.153
"28/06/2024","23:15",.148
"28/06/2024","23:30",.149
"28/06/2024","23:45",.149
"29/06/2024","00:00",.145
"29/06/2024","00:15",.143
"29/06/2024","00:30",.142
"29/06/2024","00:45",.358
"29/06/2024","01:00",.595
"29/06/2024","01:15",.603
"29/06/2024","01:30",.361
"29/06/2024","01:45",.278
"29/06/2024","02:00",.254
"29/06/2024","02:15",.248
"29/06/2024","02:30",.248
"29/06/2024","02:45",.251
"29/06/2024","03:00",.243
"29/06/2024","03:15",.248
"29/06/2024","03:30",.24
"29/06/2024","03:45",.241
"29/06/2024","04:00",.246
"29/06/2024","04:15",.241
"29/06/2024","04:30",.24
"29/06/2024","04:45",.245
"29/06/2024","05:00",.24
"29/06/2024","05:15",.334
"29/06/2024","05:30",.227
"29/06/2024","05:45",.207
"29/06/2024","06:00",.203
"29/06/2024","06:15",.209
"29/06/2024","06:30",.204
"29/06/2024","06:45",.205
"29/06/2024","07:00",.302
"29/06/2024","07:15",.813
"29/06/2024","07:30",.829
"29/06/2024","07:45",.837
"29/06/2024","08:00",.797
"29/06/2024","08:15",.669
"29/06/2024","08:30",.091
"29/06/2024","08:45",.061
"29/06/2024","09:00",.06
"29/06/2024","09:15",.055
"29/06/2024","09:30",.06
"29/06/2024","09:45",.055
"29/06/2024","10:00",.058
"29/06/2024","10:15",.055
"29/06/2024","10:30",.058
"29/06/2024","10:45",.054
"29/06/2024","11:00",.059
"29/06/2024","11:15",.054
"29/06/2024","11:30",.059
"29/06/2024","11:45",.055
"29/06/2024","12:00",.046
"29/06/2024","12:15",.055
"29/06/2024","12:30",.055
"29/06/2024","12:45",.059
"29/06/2024","13:00",.054
"29/06/2024","13:15",.058
"29/06/2024","13:30",.044
"29/06/2024","13:45",.044
"29/06/2024","14:00",.058
"29/06/2024","14:15",.054
"29/06/2024","14:30",.057
"29/06/2024","14:45",.053
"29/06/2024","15:00",.052
"29/06/2024","15:15",.049
"29/06/2024","15:30",.047
"29/06/2024","15:45",.053
"29/06/2024","16:00",.059
"29/06/2024","16:15",.053
"29/06/2024","16:30",.058
"29/06/2024","16:45",.052
"29/06/2024","17:00",.044
"29/06/2024","17:15",.055
"29/06/2024","17:30",.138
"29/06/2024","17:45",.054
"29/06/2024","18:00",1.293
"29/06/2024","18:15",1.415
"29/06/2024","18:30",1.411
"29/06/2024","18:45",1.403
"29/06/2024","19:00",1.393
"29/06/2024","19:15",1.376
"29/06/2024","19:30",1.38
"29/06/2024","19:45",1.393
"29/06/2024","20:00",1.404
"29/06/2024","20:15",1.42
"29/06/2024","20:30",1.316
"29/06/2024","20:45",1.366
"29/06/2024","21:00",1.369
"29/06/2024","21:15",1.296
"29/06/2024","21:30",1.109
"29/06/2024","21:45",1.006
"29/06/2024","22:00",1.113
"29/06/2024","22:15",1.099
"29/06/2024","22:30",.998
"29/06/2024","22:45",1.095
"29/06/2024","23:00",.801
"29/06/2024","23:15",.898
"29/06/2024","23:30",.782
"29/06/2024","23:45",.868
"30/06/2024","00:00",.755
"30/06/2024","00:15",.872
"30/06/2024","00:30",.748
"30/06/2024","00:45",.855
"30/06/2024","01:00",.745
"30/06/2024","01:15",.532
"30/06/2024","01:30",.274
"30/06/2024","01:45",.278
"30/06/2024","02:00",.235
"30/06/2024","02:15",.241
"30/06/2024","02:30",.279
"30/06/2024","02:45",.268
"30/06/2024","03:00",.336
"30/06/2024","03:15",.246
"30/06/2024","03:30",.247
"30/06/2024","03:45",.241
"30/06/2024","04:00",.239
"30/06/2024","04:15",.244
"30/06/2024","04:30",.238
"30/06/2024","04:45",.236
"30/06/2024","05:00",.242
"30/06/2024","05:15",.233
"30/06/2024","05:30",.23
"30/06/2024","05:45",.215
"30/06/2024","06:00",.217
"30/06/2024","06:15",.224
"30/06/2024","06:30",.221
"30/06/2024","06:45",.223
"30/06/2024","07:00",.29
"30/06/2024","07:15",.223
"30/06/2024","07:30",.236
"30/06/2024","07:45",.311
"30/06/2024","08:00",.697
"30/06/2024","08:15",.911
"30/06/2024","08:30",.933
"30/06/2024","08:45",.778
"30/06/2024","09:00",.259
"30/06/2024","09:15",.294
"30/06/2024","09:30",.391
"30/06/2024","09:45",.443
"30/06/2024","10:00",.638
"30/06/2024","10:15",.654
"30/06/2024","10:30",.307
"30/06/2024","10:45",.3
"30/06/2024","11:00",.306
"30/06/2024","11:15",.303
"30/06/2024","11:30",.31
"30/06/2024","11:45",.307
"30/06/2024","12:00",.424
"30/06/2024","12:15",.641
"30/06/2024","12:30",.466
"30/06/2024","12:45",.326
"30/06/2024","13:00",.319
"30/06/2024","13:15",.293
"30/06/2024","13:30",.292
"30/06/2024","13:45",.285
"30/06/2024","14:00",.288
"30/06/2024","14:15",.278
"30/06/2024","14:30",.273
"30/06/2024","14:45",.288
"30/06/2024","15:00",.28
"30/06/2024","15:15",.34
"30/06/2024","15:30",.323
"30/06/2024","15:45",.314
"30/06/2024","16:00",.317
"30/06/2024","16:15",.307
"30/06/2024","16:30",.323
"30/06/2024","16:45",.456
"30/06/2024","17:00",.613
"30/06/2024","17:15",.615
"30/06/2024","17:30",.302
"30/06/2024","17:45",.071
"30/06/2024","18:00",.155
"30/06/2024","18:15",.059
"30/06/2024","18:30",.063
"30/06/2024","18:45",.05
"30/06/2024","19:00",.061
"30/06/2024","19:15",.065
"30/06/2024","19:30",.771
"30/06/2024","19:45",1.016
"30/06/2024","20:00",1.036
"30/06/2024","20:15",1.039
"30/06/2024","20:30",1.027
"30/06/2024","20:45",1.022
"30/06/2024","21:00",.947
"30/06/2024","21:15",.834
"30/06/2024","21:30",1.059
"30/06/2024","21:45",.726
"30/06/2024","22:00",.72
"30/06/2024","22:15",.743
"30/06/2024","22:30",.741
"30/06/2024","22:45",.761
"30/06/2024","23:00",.79
"30/06/2024","23:15",.965
"30/06/2024","23:30",.799
"30/06/2024","23:45",.916
"01/07/2024","00:00",.288
"01/07/2024","00:15",.306
"01/07/2024","00:30",.3
"01/07/2024","00:45",.306
"01/07/2024","01:00",.302
"01/07/2024","01:15",.3
"01/07/2024","01:30",.276
"01/07/2024","01:45",.261
"01/07/2024","02:00",.232
"01/07/2024","02:15",.236
"01/07/2024","02:30",.233
"01/07/2024","02:45",.25
"01/07/2024","03:00",.264
"01/07/2024","03:15",.339
"01/07/2024","03:30",.231
"01/07/2024","03:45",.237
"01/07/2024","04:00",.232
"01/07/2024","04:15",.232
"01/07/2024","04:30",.236
"01/07/2024","04:45",.231
"01/07/2024","05:00",.228
"01/07/2024","05:15",.234
"01/07/2024","05:30",.223
"01/07/2024","05:45",.219
"01/07/2024","06:00",.221
"01/07/2024","06:15",.217
"01/07/2024","06:30",.224
"01/07/2024","06:45",.219
"01/07/2024","07:00",.283
"01/07/2024","07:15",.233
"01/07/2024","07:30",.233
"01/07/2024","07:45",.657
"01/07/2024","08:00",.478
"01/07/2024","08:15",.51
"01/07/2024","08:30",.504
"01/07/2024","08:45",.267
"01/07/2024","09:00",.264
"01/07/2024","09:15",.272
"01/07/2024","09:30",.299
"01/07/2024","09:45",.329
"01/07/2024","10:00",.278
"01/07/2024","10:15",.276
"01/07/2024","10:30",.28
"01/07/2024","10:45",.281
"01/07/2024","11:00",.288
"01/07/2024","11:15",.289
"01/07/2024","11:30",.284
"01/07/2024","11:45",.291
"01/07/2024","12:00",.287
"01/07/2024","12:15",.142
"01/07/2024","12:30",.061
"01/07/2024","12:45",.062
"01/07/2024","13:00",.058
"01/07/2024","13:15",.064
"01/07/2024","13:30",.06
"01/07/2024","13:45",.056
"01/07/2024","14:00",.052
"01/07/2024","14:15",.06
"01/07/2024","14:30",.059
"01/07/2024","14:45",.183
"01/07/2024","15:00",1.006
"01/07/2024","15:15",1.595
"01/07/2024","15:30",1.72
"01/07/2024","15:45",1.498
"01/07/2024","16:00",1.412
"01/07/2024","16:15",1.401
"01/07/2024","16:30",1.399
"01/07/2024","16:45",1.399
"01/07/2024","17:00",1.478
"01/07/2024","17:15",.664
"01/07/2024","17:30",.295
"01/07/2024","17:45",.433
"01/07/2024","18:00",1.038
"01/07/2024","18:15",1.027
"01/07/2024","18:30",1.019
"01/07/2024","18:45",1.008
"01/07/2024","19:00",.999
"01/07/2024","19:15",.815
"01/07/2024","19:30",.821
"01/07/2024","19:45",.849
"01/07/2024","20:00",.855
"01/07/2024","20:15",.847
"01/07/2024","20:30",.872
"01/07/2024","20:45",.894
"01/07/2024","21:00",.77
"01/07/2024","21:15",.727
"01/07/2024","21:30",.721
"01/07/2024","21:45",.783
"01/07/2024","22:00",.67
"01/07/2024","22:15",.742
"01/07/2024","22:30",.932
"01/07/2024","22:45",.846
"01/07/2024","23:00",.908
"01/07/2024","23:15",.898
"01/07/2024","23:30",.594
"01/07/2024","23:45",.299
"02/07/2024","00:00",.302
"02/07/2024","00:15",.295
"02/07/2024","00:30",.298
"02/07/2024","00:45",.293
"02/07/2024","01:00",.29
"02/07/2024","01:15",.296
"02/07/2024","01:30",.293
"02/07/2024","01:45",.289
"02/07/2024","02:00",.263
"02/07/2024","02:15",.258
"02/07/2024","02:30",.353
"02/07/2024","02:45",.256
"02/07/2024","03:00",.26
"02/07/2024","03:15",.255
"02/07/2024","03:30",.255
"02/07/2024","03:45",.26
"02/07/2024","04:00",.254
"02/07/2024","04:15",.255
"02/07/2024","04:30",.259
"02/07/2024","04:45",.253
"02/07/2024","05:00",.253
"02/07/2024","05:15",.256
"02/07/2024","05:30",.249
"02/07/2024","05:45",.242
"02/07/2024","06:00",.243
"02/07/2024","06:15",.241
"02/07/2024","06:30",.245
"02/07/2024","06:45",.247
"02/07/2024","07:00",.319
"02/07/2024","07:15",.267
"02/07/2024","07:30",.264
"02/07/2024","07:45",.805
"02/07/2024","08:00",.605
"02/07/2024","08:15",.27
"02/07/2024","08:30",.475
"02/07/2024","08:45",.083
"02/07/2024","09:00",.078
"02/07/2024","09:15",.055
"02/07/2024","09:30",.052
"02/07/2024","09:45",.047
"02/07/2024","10:00",.051
"02/07/2024","10:15",.049
"02/07/2024","10:30",.047
"02/07/2024","10:45",.052
"02/07/2024","11:00",.047
"02/07/2024","11:15",.053
"02/07/2024","11:30",.054
"02/07/2024","11:45",.055
"02/07/2024","12:00",.058
"02/07/2024","12:15",.054
"02/07/2024","12:30",.059
"02/07/2024","12:45",.053
"02/07/2024","13:00",.055
"02/07/2024","13:15",.06
"02/07/2024","13:30",.317
"02/07/2024","13:45",.341
"02/07/2024","14:00",.839
"02/07/2024","14:15",1.09
"02/07/2024","14:30",1.11
"02/07/2024","14:45",1.097
"02/07/2024","15:00",1.099
"02/07/2024","15:15",1.099
"02/07/2024","15:30",1.08
"02/07/2024","15:45",1.075
"02/07/2024","16:00",.931
"02/07/2024","16:15",1.069
"02/07/2024","16:30",1.071
"02/07/2024","16:45",1.156
"02/07/2024","17:00",1.073
"02/07/2024","17:15",1.056
"02/07/2024","17:30",1.043
"02/07/2024","17:45",1.05
"02/07/2024","18:00",1.044
"02/07/2024","18:15",1.035
"02/07/2024","18:30",.961
"02/07/2024","18:45",.21
"02/07/2024","19:00",.055
"02/07/2024","19:15",.061
"02/07/2024","19:30",.063
"02/07/2024","19:45",.09
"02/07/2024","20:00",.123
"02/07/2024","20:15",.207
"02/07/2024","20:30",.634
"02/07/2024","20:45",.789
"02/07/2024","21:00",.818
"02/07/2024","21:15",.936
"02/07/2024","21:30",.813
"02/07/2024","21:45",.707
"02/07/2024","22:00",.749
"02/07/2024","22:15",.687
"02/07/2024","22:30",.693
"02/07/2024","22:45",.876
"02/07/2024","23:00",.888
"02/07/2024","23:15",.836
"02/07/2024","23:30",.862
"02/07/2024","23:45",.871
"03/07/2024","00:00",.796
"03/07/2024","00:15",.275
"03/07/2024","00:30",.274
"03/07/2024","00:45",.267
"03/07/2024","01:00",.272
"03/07/2024","01:15",.266
"03/07/2024","01:30",.267
"03/07/2024","01:45",.262
"03/07/2024","02:00",.231
"03/07/2024","02:15",.234
"03/07/2024","02:30",.227
"03/07/2024","02:45",.227
"03/07/2024","03:00",.232
"03/07/2024","03:15",.227
"03/07/2024","03:30",.227
"03/07/2024","03:45",.233
"03/07/2024","04:00",.256
"03/07/2024","04:15",.261
"03/07/2024","04:30",.224
"03/07/2024","04:45",.239
"03/07/2024","05:00",.232
"03/07/2024","05:15",.317
"03/07/2024","05:30",.24
"03/07/2024","05:45",.218
"03/07/2024","06:00",.218
"03/07/2024","06:15",.227
"03/07/2024","06:30",.224
"03/07/2024","06:45",.216
"03/07/2024","07:00",.268
"03/07/2024","07:15",.236
"03/07/2024","07:30",.259
"03/07/2024","07:45",.469
"03/07/2024","08:00",.513
"03/07/2024","08:15",.297
"03/07/2024","08:30",.056
"03/07/2024","08:45",.054
"03/07/2024","09:00",.057
"03/07/2024","09:15",.053
"03/07/2024","09:30",.056
"03/07/2024","09:45",.055
"03/07/2024","10:00",.047
"03/07/2024","10:15",.051
"03/07/2024","10:30",.046
"03/07/2024","10:45",.052
"03/07/2024","11:00",.046
"03/07/2024","11:15",.049
"03/07/2024","11:30",.049
"03/07/2024","11:45",.05
"03/07/2024","12:00",.056
"03/07/2024","12:15",.05
"03/07/2024","12:30",.054
"03/07/2024","12:45",.052
"03/07/2024","13:00",.05
"03/07/2024","13:15",.056
"03/07/2024","13:30",.052
"03/07/2024","13:45",.051
"03/07/2024","14:00",.055
"03/07/2024","14:15",.05
"03/07/2024","14:30",.05
"03/07/2024","14:45",.055
"03/07/2024","15:00",.05
"03/07/2024","15:15",.201
"03/07/2024","15:30",.689
"03/07/2024","15:45",.719
"03/07/2024","16:00",.724
"03/07/2024","16:15",.717
"03/07/2024","16:30",.806
"03/07/2024","16:45",.718
"03/07/2024","17:00",.713
"03/07/2024","17:15",.718
"03/07/2024","17:30",.747
"03/07/2024","17:45",.75
"03/07/2024","18:00",.796
"03/07/2024","18:15",.828
"03/07/2024","18:30",.717
"03/07/2024","18:45",.284
"03/07/2024","19:00",.32
"03/07/2024","19:15",.09
"03/07/2024","19:30",.083
"03/07/2024","19:45",.091
"03/07/2024","20:00",.921
"03/07/2024","20:15",1.508
"03/07/2024","20:30",1.48
"03/07/2024","20:45",1.437
"03/07/2024","21:00",1.402
"03/07/2024","21:15",1.413
"03/07/2024","21:30",1.162
"03/07/2024","21:45",.726
"03/07/2024","22:00",.646
"03/07/2024","22:15",.704
"03/07/2024","22:30",.687
"03/07/2024","22:45",.738
"03/07/2024","23:00",.667
"03/07/2024","23:15",.701
"03/07/2024","23:30",.702
"03/07/2024","23:45",.742
"04/07/2024","00:00",.411
"04/07/2024","00:15",.278
"04/07/2024","00:30",.273
"04/07/2024","00:45",.271
"04/07/2024","01:00",.266
"04/07/2024","01:15",.268
"04/07/2024","01:30",.261
"04/07/2024","01:45",.26
"04/07/2024","02:00",.329
"04/07/2024","02:15",.23
"04/07/2024","02:30",.228
"04/07/2024","02:45",.231
"04/07/2024","03:00",.227
"04/07/2024","03:15",.226
"04/07/2024","03:30",.229
"04/07/2024","03:45",.225
"04/07/2024","04:00",.224
"04/07/2024","04:15",.228
"04/07/2024","04:30",.223
"04/07/2024","04:45",.222
"04/07/2024","05:00",.225
"04/07/2024","05:15",.222
"04/07/2024","05:30",.216
"04/07/2024","05:45",.214
"04/07/2024","06:00",.209
"04/07/2024","06:15",.21
"04/07/2024","06:30",.217
"04/07/2024","06:45",.214
"04/07/2024","07:00",.288
"04/07/2024","07:15",.227
"04/07/2024","07:30",.237
"04/07/2024","07:45",.261
"04/07/2024","08:00",.239
"04/07/2024","08:15",.277
"04/07/2024","08:30",.288
"04/07/2024","08:45",.139
"04/07/2024","09:00",.054
"04/07/2024","09:15",.06
"04/07/2024","09:30",.441
"04/07/2024","09:45",.685
"04/07/2024","10:00",.716
"04/07/2024","10:15",.919
"04/07/2024","10:30",1.048
"04/07/2024","10:45",1.007
"04/07/2024","11:00",.986
"04/07/2024","11:15",.334
"04/07/2024","11:30",.29
"04/07/2024","11:45",.294
"04/07/2024","12:00",.3
"04/07/2024","12:15",.297
"04/07/2024","12:30",.296
"04/07/2024","12:45",.295
"04/07/2024","13:00",.291
"04/07/2024","13:15",.311
"04/07/2024","13:30",.174
"04/07/2024","13:45",.148
"04/07/2024","14:00",.299
"04/07/2024","14:15",.302
"04/07/2024","14:30",.298
"04/07/2024","14:45",.3
"04/07/2024","15:00",.291
"04/07/2024","15:15",.298
"04/07/2024","15:30",.294
"04/07/2024","15:45",.289
"04/07/2024","16:00",.3
"04/07/2024","16:15",.293
"04/07/2024","16:30",.295
"04/07/2024","16:45",.226
"04/07/2024","17:00",.065
"04/07/2024","17:15",.061
"04/07/2024","17:30",.062
"04/07/2024","17:45",.049
"04/07/2024","18:00",.053
"04/07/2024","18:15",.059
"04/07/2024","18:30",.059
"04/07/2024","18:45",.066
"04/07/2024","19:00",.073
"04/07/2024","19:15",.097
"04/07/2024","19:30",.371
"04/07/2024","19:45",.178
"04/07/2024","20:00",.107
"04/07/2024","20:15",.105
"04/07/2024","20:30",.105
"04/07/2024","20:45",.1
"04/07/2024","21:00",.102
"04/07/2024","21:15",.111
"04/07/2024","21:30",.093
"04/07/2024","21:45",.104
"04/07/2024","22:00",.099
"04/07/2024","22:15",.105
"04/07/2024","22:30",.098
"04/07/2024","22:45",.536
"04/07/2024","23:00",.592
"04/07/2024","23:15",.498
"04/07/2024","23:30",.594
"04/07/2024","23:45",.276
"05/07/2024","00:00",.28
"05/07/2024","00:15",.281
"05/07/2024","00:30",.265
"05/07/2024","00:45",.273
"05/07/2024","01:00",.263
"05/07/2024","01:15",.272
"05/07/2024","01:30",.275
"05/07/2024","01:45",.264
"05/07/2024","02:00",.235
"05/07/2024","02:15",.227
"05/07/2024","02:30",.237
"05/07/2024","02:45",.239
"05/07/2024","03:00",.233
"05/07/2024","03:15",.225
"05/07/2024","03:30",.223
"05/07/2024","03:45",.206
"05/07/2024","04:00",.207
